PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] 20210208_KLOF_DIA_FAIMS_35V_d0_1.raw.PG.Quantity,[2] 20210208_KLOF_DIA_FAIMS_35V_d0_2.raw.PG.Quantity,[3] 20210208_KLOF_DIA_FAIMS_35V_d0_3.raw.PG.Quantity,[4] 20210208_KLOF_DIA_FAIMS_35V_d0_4.raw.PG.Quantity,[5] 20210208_KLOF_DIA_FAIMS_35V_d0_5.raw.PG.Quantity,[6] 20210208_KLOF_DIA_FAIMS_35V_d0_6.raw.PG.Quantity,[7] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_1.raw.PG.Quantity,[8] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_2.raw.PG.Quantity,[9] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_3.raw.PG.Quantity,[10] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_4.raw.PG.Quantity,[11] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_5.raw.PG.Quantity,[12] 20210208_KLOF_N2_DIA_FAIMS_35V_d28_6.raw.PG.Quantity
Q8N1G2,CMTR1,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,37887.53125,40519.4375,44057.27734,43442.54297,38600.63672,39244.75781,22702.11914,24078.26563,26629.23047,19036.87109,22276.20508,24269.44922
Q8N1G4,LRRC47,Leucine-rich repeat-containing protein 47,388890.625,377105.125,359008.375,386688.5625,391991.4688,378317.1875,599371.25,609511.8125,684672.6875,620835.9375,639618.75,607818.8125
Q8N1N4,KRT78,"Keratin, type II cytoskeletal 78",4844.318359,2106.937012,171.2578735,2143.800537,1462.01709,13750.40039,Filtered,883.0490112,951.0534058,541.0183716,Filtered,1065.194702
Q8N201,INTS1,Integrator complex subunit 1,38011.41797,29978.01172,30905.58398,39271.16016,32311.93945,31377.87695,9083.444336,10505.64844,8183.009766,9512.710938,8944.915039,10091.56348
Q8N2F6,ARMC10,Armadillo repeat-containing protein 10,11187.18359,7883.702637,9094.658203,9230.345703,8297.446289,5608.495117,11784.62891,15596.63281,4287.607422,12688.46777,13347.93164,13290.23926
Q8N2K0,ABHD12,Lysophosphatidylserine lipase ABHD12,29011.83789,32895.97266,34600.87891,22640.92969,28690.97461,28366.8457,45508.23828,44829.79688,35555.60156,42453.93359,35173.45313,39179.37891
Q8N2W9,PIAS4,E3 SUMO-protein ligase PIAS4,88607.02344,73722.32813,81539.78125,87503.38281,79513.5625,75422.75,15872.08887,13999.38672,2932.527344,7467.164063,7763.851563,10014.48438
Q8N300,SVBP,Small vasohibin-binding protein,6179.246582,7159.698242,5169.398926,6302.794922,5734.90332,6734.649902,10278.74609,5427.835938,4607.223145,9865.432617,8450.691406,10628.91797
Q8N323,NXPE1,NXPE family member 1,61414.46094,127215.3828,117275.5,430.6162109,135031.1563,24829.15039,168867.8438,168163.2969,162484.6563,169191.0156,173512.1875,160213.2969
Q8N335,GPD1L,Glycerol-3-phosphate dehydrogenase 1-like protein,577.7678833,477.9169006,714.9099121,820.9744873,2154.175781,426.0795898,13274.00098,14201.51953,13878.40723,14702.96777,15557.61133,14038.81836
Q8N370,SLC43A2,Large neutral amino acids transporter small subunit 4,408.4428101,756.5620117,1594.223022,500.1601868,1059.444702,1390.940918,1543.296753,1.783919096,788.1222534,1514.452271,Filtered,2107.657715
Q8N392,ARHGAP18,Rho GTPase-activating protein 18,21318.74023,2612.406006,5308.555176,20955.03711,14931.13086,13462.56348,4.48077631,Filtered,7.122038841,2115.627686,1809.038818,Filtered
Q8N3C0,ASCC3,Activating signal cointegrator 1 complex subunit 3,52386.10938,50762.71875,49768.55859,56370.53906,49506.77344,49671.48047,25676.26953,22123.17578,32381.67383,25352.72266,27143.5957,25529.13477
Q8N3F8,MICALL1,MICAL-like protein 1,21566.04297,19271.9082,17894.03711,19448.19922,19777.19531,18406.64063,60256.63672,55580.66406,90235.16406,61186.46094,65998.48438,55779.91406
Q8N3J6,CADM2,Cell adhesion molecule 2,1988.221802,1586.95813,467.0252686,887.9998779,937.1306763,Filtered,36882.19531,39705.13281,33629.11719,37927.64063,44191.47266,39483.90625
Q8N3J9,ZNF664,Zinc finger protein 664,1383.568481,1398.422363,1003.256897,1024.342651,1185.378662,981.6137085,811.1206665,1023.886292,2670.564209,469.1378784,1.358921289,696.6794434
Q8N3R9,MPP5,MAGUK p55 subfamily member 5,28007.59961,9711.655273,7740.79248,19518.58789,17777.54688,13954.52246,4788.746582,Filtered,1318.834229,3062.337158,Filtered,5027.82959
Q8N3U4,STAG2,Cohesin subunit SA-2,14341.09375,19591.70508,19806.21289,13161.19824,16334.94922,16831.94531,7551.708008,2348.731689,3653.137695,855.6434326,1479.995117,2700.11499
Q8N3X1,FNBP4,Formin-binding protein 4,36917.08594,30728.55469,29182.25586,38269.66797,33039.96875,34558.76563,9156.52832,4049.861084,8660.917969,13298.55957,6706.421387,103.6717377
Q8N3Y1,FBXW8,F-box/WD repeat-containing protein 8,5383.674805,3005.812744,4784.637695,5003.716309,3814.46875,3674.348633,3216.3125,3223.186035,4554.103027,3659.87207,3781.990723,3192.563477
Q8N3Z6,ZCCHC7,Zinc finger CCHC domain-containing protein 7,721.03479,1330.977783,350.3037415,567.4489136,NaN,NaN,532.868042,2.641456604,Filtered,Filtered,Filtered,799.9431763
Q8N414,PGBD5,PiggyBac transposable element-derived protein 5,2985.506836,1515.976318,3352.070801,3931.29834,2711.468994,4088.537842,6955.39209,5482.650879,1031.495728,5444.647949,4235.256836,5365.165039
Q8N428,GALNT16,Polypeptide N-acetylgalactosaminyltransferase 16,1858.971802,2283.670898,3537.789795,2131.290527,2354.05127,1615.34314,9735.53125,8105.607422,9755.301758,10279.50781,9123.316406,9331.056641
Q8N436,CPXM2,Inactive carboxypeptidase-like protein X2,5299.328125,3973.495361,4075.785889,5834.783203,3692.297852,4145.916504,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N442,GUF1,"Translation factor GUF1, mitochondrial",21873.05078,17217.9043,16719.67383,20092.44531,16258.33691,17309.08789,17403.00977,16878.08398,13593.0127,17942.9043,14871.50586,14792.15625
Q8N461,FBXL16,F-box/LRR-repeat protein 16,6795.010254,20266.04688,5218.000488,9034.864258,6039.566406,4506.366211,9593.084961,9637.228516,11498.06836,9010.393555,10247.42578,11360.27832
Q8N474,SFRP1,Secreted frizzled-related protein 1,226843.6406,245162.3594,238186.3906,170351.2188,226950.4844,213899.7969,10864.82324,9593.514648,7349.857422,11013.75586,9383.670898,8033.324707
Q8N488,RYBP,RING1 and YY1-binding protein,12222.2334,13254.16797,11753.9668,10457.83301,10850.85449,12105.69043,2811.167725,1660.610596,1202.06311,2900.541016,3948.71875,1482.186646
Q8N490,PNKD,Probable hydrolase PNKD,148141.125,19045.79492,6619.176758,19007.35352,365379.6563,530645.875,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N4C8,MINK1,Misshapen-like kinase 1,3531.125732,1170.793823,2170.994873,2815.180176,2735.928955,2213.816406,4968.470215,6314.109863,7752.747559,3702.25293,3602.075195,4894.109863
Q8N4L1,TMEM151A,Transmembrane protein 151A,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,4764.625977,5716.111816,7642.830566,4995.155273,4575.140625,5044.855469
Q8N4N3,KLHL36,Kelch-like protein 36,Filtered,574.8039551,924.4743042,Filtered,1737.839111,923.4725952,270.2201538,933.3673096,693.9100952,542.1739502,626.3914185,1.730777383
Q8N4Q0,ZADH2,Prostaglandin reductase 3,81.5352478,55.49464035,25.96405029,120.309639,NaN,35.3560257,1374.116333,1657.990845,1811.958618,1958.590332,1917.128296,1605.711792
Q8N4Q1,CHCHD4,Mitochondrial intermembrane space import and assembly protein 40,5449.958496,710.3763428,708.9938354,1152.746094,1979.098145,806.3949585,Filtered,2.017244577,Filtered,4.00838995,1870.890503,1.672308683
Q8N4T4,ARHGEF39,Rho guanine nucleotide exchange factor 39,7301.602051,1981.177124,1765.1604,3131.259521,595.7297974,3969.744385,5836.019531,Filtered,Filtered,Filtered,Filtered,31768.57617
Q8N4W9,ZNF808,Zinc finger protein 808,1677.044922,Filtered,1318.337646,1772.285156,Filtered,1574.083252,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N531,FBXL6,F-box/LRR-repeat protein 6,20352.55859,3004.900635,3689.278564,5100.520508,4050.981445,19503.23828,Filtered,6.270061493,3.955031633,Filtered,Filtered,Filtered
Q8N543,OGFOD1,Prolyl 3-hydroxylase OGFOD1,14407.36816,18267.18945,18466.97461,12547.26172,15677.17188,15089.17871,2242.67041,1753.428589,1642.681396,2839.458984,2675.90918,1855.175415
Q8N556,AFAP1,Actin filament-associated protein 1,2031.181885,907.2371216,1051.546753,1350.007935,1100.588135,1290.200195,39979.80078,38002.17969,48440.44922,34660.60547,34058.51172,37564.62109
Q8N567,ZCCHC9,Zinc finger CCHC domain-containing protein 9,20234.74805,10667.91309,11279.78516,9956.005859,11073.51367,12058.69434,Filtered,Filtered,Filtered,Filtered,Filtered,1259.370605
Q8N573,OXR1,Oxidation resistance protein 1,10407.7998,5076.309082,6446.962891,8295.103516,5715.187988,5901.216309,3310.762207,69.96647644,5637.797852,1547.448975,3731.769043,4743.192871
Q8N584,TTC39C,Tetratricopeptide repeat protein 39C,12156.18848,12305.52441,15389.61035,17339.17969,15059.24414,14330.78027,7853.918457,4012.502686,8877.438477,2934.830322,7154.168457,5606.461914
Q8N5A5;V9GY48,ZGPAT;,Zinc finger CCCH-type with G patch domain-containing protein;Uncharacterized protein (Fragment),34542.21094,32668.64258,33274.41406,33863.49609,34831.89063,32455.65625,9010.438477,7671.938477,9055.125977,5800.175781,6723.124512,5927.999023
Q8N5C6,SRBD1,S1 RNA-binding domain-containing protein 1,87677.27344,78408.82031,83127.95313,76885.14844,71849.75781,75118.49219,13429.63184,16164.10742,14683.10742,22078.77734,12132.37891,12445.90137
Q8N5C7,DTWD1,DTW domain-containing protein 1,12420.4834,4709.501953,3496.382568,4377.915039,4020.154053,9463.928711,Filtered,Filtered,3.011872768,Filtered,Filtered,1191.782227
Q8N5C8,TAB3,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,1220.514771,720.979126,909.5848999,956.7338257,577.8876343,2644.719971,2769.125,3129.780273,1934.08667,2938.291748,3589.810303,3677.26709
Q8N5D0,WDTC1,WD and tetratricopeptide repeats protein 1,2257.376709,2090.289307,1914.484375,2657.536621,2698.534424,1788.524536,4225.812988,4173.437012,3740.195313,3862.23584,4390.163574,4823.789063
Q8N5D6,GBGT1,"Globoside alpha-1,3-N-acetylgalactosaminyltransferase 1",810.0709229,883.8710938,561.5824585,407.3004456,Filtered,553.2860718,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N5G0,SMIM20,Small integral membrane protein 20,48519.16406,23794.64844,28391.99805,33821.06641,24670.70898,25614.0625,16780.92969,17908.08398,11477.73242,15944.34961,17737.30664,17839.16992
Q8N5G2,MACO1,Macoilin,2307.981201,1968.108398,2432.432129,1511.665527,1700.068359,4060.116455,5493.654785,4566.552246,9248.956055,6469.492676,7299.647949,3554.42334
Q8N5H7,SH2D3C,SH2 domain-containing protein 3C,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,24567.21094,20682.82617,35870.67969,14225.26367,17960.31641,14664.12598
Q8N5I4,DHRSX,Dehydrogenase/reductase SDR family member on chromosome X,5748.458984,4848.624023,4564.180176,4667.412109,4548.797363,4247.525391,1881.526245,2254.499512,3260.122559,4236.438477,2190.255859,1888.385864
Q8N5J2,MINDY1,Ubiquitin carboxyl-terminal hydrolase MINDY-1,3106.520264,1517.062378,3410.97876,3938.39624,2643.897705,3823.961182,5323.79834,4947.749023,Filtered,1292.734375,6954.935547,2957.600098
Q8N5K1,CISD2,CDGSH iron-sulfur domain-containing protein 2,72014.5625,67324.95313,60491.99219,57228.16016,71305.42188,70156.89063,137624.125,142210.9688,111207.3281,153593.625,166625.2188,147108.9219
Q8N5L8,RPP25L,Ribonuclease P protein subunit p25-like protein,Filtered,6005.708008,4172.322754,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N5M4,TTC9C,Tetratricopeptide repeat protein 9C,10863.1084,12264.01563,10031.12695,6377.010254,9705.010742,9746.879883,11385.24316,10393.00781,5462.711914,12246.27539,12810.91016,13909.75879
Q8N5M9,JAGN1,Protein jagunal homolog 1,5578.467773,4094.867188,5309.305176,5899.496582,5865.939941,4589.44873,1578.861206,6330.707031,11547.13574,5308.781738,9167.230469,5924.724121
Q8N5N7,MRPL50,"39S ribosomal protein L50, mitochondrial",32715.94141,2440.651855,2489.063721,6085.010254,6444.672852,3587.984619,19142.6582,Filtered,Filtered,Filtered,16845.57227,6300.145508
Q8N5U6,RNF10,RING finger protein 10,6422.581055,2780.799072,6188.51123,6223.230469,4110.958984,3711.592285,1733.475464,Filtered,Filtered,Filtered,Filtered,609.1208496
Q8N5W9,RFLNB,Refilin-B,4512.667969,4747.039063,5517.645996,5928.76416,5792.382324,6127.465332,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N5X7,EIF4E3,Eukaryotic translation initiation factor 4E type 3,271.4302063,Filtered,397.2125244,254.9929199,358.7903137,376.3705139,8939.492188,6821.286621,5722.850098,5299.100098,6634.937012,7542.383301
Q8N608,DPP10,Inactive dipeptidyl peptidase 10,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,4226.473145,6307.27002,5256.883789,5223.787598,5700.96875,4111.09668
Q8N612,FAM160A2,FTS and Hook-interacting protein,3297.753174,2054.371094,2887.466064,3068.85083,2499.247803,2095.673584,8238.458984,9474.360352,3532.715332,5090.913086,6766.839844,6825.071289
Q8N653,LZTR1,Leucine-zipper-like transcriptional regulator 1,11924.33887,8790.626953,10200.95703,9078.732422,7362.33252,9002.294922,4259.648438,11696.64355,5726.779297,Filtered,25160.35742,4910.501953
Q8N668,COMMD1,COMM domain-containing protein 1,21208.68945,17449.73242,20701.67969,9122.407227,5507.439941,17091.91211,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N680,ZBTB2,Zinc finger and BTB domain-containing protein 2,11563.58301,9480.917969,9806.857422,11016.07031,9241.451172,9563.733398,1819.150269,883.0167236,250.3527069,2863.242432,2404.627441,1651.023926
Q8N6I1,EID2,EP300-interacting inhibitor of differentiation 2,1249.905273,3886.217285,346.1348572,3576.800293,1841.554077,1872.538208,Filtered,Filtered,Filtered,Filtered,400.5029907,598.3372192
Q8N6L1,KRTCAP2,Keratinocyte-associated protein 2,15178.03906,12525.09082,22626.00586,23500.01758,20315.73242,23517.73047,8488.719727,5706.94043,8386.558594,11636.32031,11556.32813,12391.40332
Q8N6M3,FITM2,Fat storage-inducing transmembrane protein 2,2659.327637,2289.787842,2497.661377,3569.759033,2997.395752,2819.544189,30394.33203,29896.10742,25426.95313,27481.23047,20777.24414,27189.19922
Q8N6N2,TTC9B,Tetratricopeptide repeat protein 9B,2910.630615,1877.424438,2339.905762,700.6054688,359.7959595,2618.931396,22150.36133,22325.96484,17914.58594,23079.50977,30727.37305,25702.64453
Q8N6N3,C1orf52,UPF0690 protein C1orf52,38767.58594,48270.46484,41628.07813,35853.61719,41243.48438,45791.10547,13809.9502,11593.8877,8228.938477,10770.02539,6802.693359,9930.941406
Q8N6N7,ACBD7,Acyl-CoA-binding domain-containing protein 7,715.727417,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N6Q8,METTL25,Methyltransferase-like protein 25,27739.67773,15816.51367,7157.990234,19882.5332,11075.23926,8635.375977,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N6R0,EEF1AKNMT,eEF1A lysine and N-terminal methyltransferase,76203.3125,80363.90625,78437.3125,75296.71094,79041.9375,80993.78125,45599.64063,36403.90234,39563.1875,42855.17578,37079.87109,41016.23438
Q8N6S5,ARL6IP6,ADP-ribosylation factor-like protein 6-interacting protein 6,60828.47266,58371.22656,58254.76563,56411.35156,58242.85938,59596.32031,31792.85156,28168.80664,36463.76953,34794.24219,33578.81641,30278.29883
Q8N6W0,CELF5,CUGBP Elav-like family member 5,NaN,Filtered,Filtered,Filtered,449.1274719,310.1997986,20569.09766,22860.33398,26075.5918,17730.86523,20464.88477,19765.99219
Q8N720,ZNF655,Zinc finger protein 655,1273.994873,793.3105469,375.1338501,65.8615799,883.5825806,919.1304932,Filtered,NaN,Filtered,Filtered,Filtered,279.3895264
Q8N766,EMC1,ER membrane protein complex subunit 1,99170.30469,89507.80469,98980.54688,96867.21094,96433.6875,96217.71094,80504.34375,82276.85938,94327.0625,93406.76563,72704.28906,87532.96875
Q8N7H5,PAF1,RNA polymerase II-associated factor 1 homolog,88046.32031,82413.75781,83900.50781,88197.11719,82022.45313,84860.95313,29710.57813,30680.58008,20191.88477,29419.23828,25074.61133,28806.07617
Q8N7J2,AMER2,APC membrane recruitment protein 2,896.6849976,Filtered,Filtered,Filtered,2914.577881,96.08640289,34790.28516,34445.47266,49038.85547,32294.76758,44792.49219,32005.5
Q8N7R7,CCNYL1,Cyclin-Y-like protein 1,18334.83203,11974.96777,62136.45313,13212.61719,11433.08594,36267.71875,37843.4375,9719.750977,9524.732422,6927.486816,6644.919922,7571.375
Q8N806,UBR7,Putative E3 ubiquitin-protein ligase UBR7,24510.04688,27821.92773,30389.95117,21702.43555,29304.19336,28028.57227,4075.015625,4578.751465,3001.740723,2871.69458,6644.903809,3857.475586
Q8N884,CGAS,Cyclic GMP-AMP synthase,4293.554199,2485.91626,4981.5,2962.054688,5824.33252,5818.208008,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N8A6,DDX51,ATP-dependent RNA helicase DDX51,55513.82422,39471.83594,42415.41406,50023.37891,38474.78906,41867.78906,4718.260254,7217.960938,7189.52002,5338.643555,6172.84375,7262.878418
Q8N8D1,PDCD7,Programmed cell death protein 7,4485.179199,3888.922852,4691.250488,3916.973145,2431.64624,2361.592773,2774.291992,2323.893799,569.9648438,2410.489014,2590.917236,2755.943848
Q8N8K9,KIAA1958,Uncharacterized protein KIAA1958,3778.650879,905.7974243,2471.476074,3566.164551,2721.764648,2147.495117,NaN,712.7946777,952.6555786,566.5252686,3.48065424,3220.898438
Q8N8L6,ARL10,ADP-ribosylation factor-like protein 10,Filtered,Filtered,NaN,Filtered,Filtered,NaN,5489.874023,5925.767578,3312.974121,4565.187988,5633.125,5467.673828
Q8N8R3,SLC25A29,Mitochondrial basic amino acids transporter,3979.843018,3533.521729,4716.758789,4198.616211,5402.669434,4265.01123,2752.571045,Filtered,2125.133545,1448.241089,2624.003662,Filtered
Q8N8R5,C2orf69,UPF0565 protein C2orf69,13667.2793,13864.8252,14445.13281,8230.046875,12297.89355,10973.89063,13184.64941,16745.47656,12854.22461,11489.26758,13787.1748,7933.912109
Q8N8S7,ENAH,Protein enabled homolog,24009.51367,32203.4082,30733.9043,30239.28125,31414.73242,30441.14063,16996.55469,18743.0332,23833.06836,19086.38281,13368.79785,19519.36719
Q8N8Z6,DCBLD1,"Discoidin, CUB and LCCL domain-containing protein 1",1483.139038,147.1650085,1202.342651,1611.85791,399.6687317,NaN,Filtered,Filtered,Filtered,Filtered,1.60227263,Filtered
Q8N944,AMER3,APC membrane recruitment protein 3,2243.658203,2032.616699,1608.021118,1207.552368,1946.22522,1554.812622,5689.161133,5233.610352,7241.305664,5093.37207,6238.583008,4620.109375
Q8N961,ABTB2,Ankyrin repeat and BTB/POZ domain-containing protein 2,5201.400391,2629.440918,3543.737305,4116.216797,2937.74707,3208.308105,3444.245605,5259.066406,2141.37915,3331.219482,2939.736816,2842.838135
Q8N972;Q8TBZ8,ZNF709;ZNF564,Zinc finger protein 709;Zinc finger protein 564,1224.096436,1465.95874,1290.708984,1248.736938,1145.819702,2191.616455,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N987,NECAB1,N-terminal EF-hand calcium-binding protein 1,NaN,Filtered,Filtered,Filtered,Filtered,Filtered,14580.32813,2419.097412,13673.46289,3980.718506,12471.0752,1020.122314
Q8N999,C12orf29,Uncharacterized protein C12orf29,4345.599609,9179.46875,8373.632813,567.59729,11101.21289,4315.331543,Filtered,Filtered,2902.763428,Filtered,Filtered,2037.359253
Q8N9B5,JMY,Junction-mediating and -regulatory protein,25528.55664,5696.285645,26305.23242,25299.9043,21625.38086,20791.45117,3090.071289,3360.20752,Filtered,107.4294968,9295.560547,39.50608444
Q8N9F7,GDPD1,Lysophospholipase D GDPD1,4480.260254,5028.477051,5011.717773,6746.79248,5730.690918,3670.514404,46061.82422,46731.39063,45748.75,52583.875,49274.05469,51303.43359
Q8N9I0,SYT2,Synaptotagmin-2,21218.26758,17065.89063,16745.64063,15638.4209,19135.54492,13732.44434,386120.3125,380434.8125,434992.3125,382245.875,370627.4375,346981.0313
Q8N9I9,DTX3,Probable E3 ubiquitin-protein ligase DTX3,9562.287109,7568.652832,7366.663574,7621.930664,8003.923828,7655.397461,61720.45703,58323.61719,67590.47656,59751.45703,64506.86328,59463.88672
Q8N9L9,ACOT4,Peroxisomal succinyl-coenzyme A thioesterase,Filtered,Filtered,2227.258545,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,718.6999512
Q8N9M1,C19orf47,Uncharacterized protein C19orf47,15816.65527,10388.08496,14382.69727,14551.07617,11635.65039,10643.80078,12760.93555,13109.63965,16548.01758,11843.37695,14562.33789,9188.517578
Q8N9M5,TMEM102,Transmembrane protein 102,1309.745117,NaN,1094.95752,950.5085449,400.1571045,0.691379488,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q8N9N5,BANP,Protein BANP,13982.57031,11100.21191,11688.66406,10528.625,8124.156738,8416.144531,4202.447754,15.48342419,532.1223755,1305.303101,14.70195389,833.1273804
Q8N9R8,SCAI,Protein SCAI,10362.23145,10429.39551,12279.10645,11940.27441,12700.67383,13700.4502,28325.50977,26470.93359,34216.02344,28765.10547,31804.51367,32097.16406
Q8N9V3,WDSUB1,"WD repeat, SAM and U-box domain-containing protein 1",5656.310059,4412.652832,4364.659668,7023.524902,5100.608398,5278.930664,10505.66211,14881.02832,8739.066406,14267.72559,12852.64941,14189.66406
Q8N9Z2,CCDC71L,Coiled-coil domain-containing protein 71L,206049.7813,148458.9531,124062.875,170797.3125,137355.3125,135976.625,52971.94922,36537.49219,25053.25,38817.13281,30855.50977,37264.875
Q8NAF0,ZNF579,Zinc finger protein 579,5170.944824,5402.999023,5976.432129,10420.74902,4858.454102,4233.857422,11174.70801,6490.562012,7148.766602,442.8395996,5883.215332,4143.237793
